session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260806_115336,1,bayesian,1,1,AI,10,23,3,1,1,6,1,1.8,3,3,0,3,0,0,2,1,0,0,1,0,82.222
20260806_115336,2,bayesian,1,1,AI,15,21,3,1,1,-9,0,2,1,1,0,1,0,0,1,1,0,1,0,0,86.333
20260806_115336,3,bayesian,1,1,AI,12,17,5,3,1,-3.667,1,3.286,2,1,1,0,1,1,2,1,0,0,1,0,81.231
20260806_115336,4,bayesian,1,1,AI,4,19,1,0,0,,0,2,1,1,0,1,0,0,0,0,0,0,0,0,81
20260806_115336,5,bayesian,1,1,AI,14,15,1,1,0,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,68
20260806_115336,6,bayesian,1,1,AI,23,29,1,0,1,,0,2,0,0,0,0,0,0,1,1,0,0,1,0,70.667
20260806_115336,7,bayesian,1,1,AI,1,27,1,0,0,,0,2,1,1,0,1,0,0,0,0,0,0,0,0,73.5
20260806_115336,8,bayesian,1,1,AI,17,18,2,1,0,-10,0,2.8,1,1,0,0,1,0,0,0,0,0,0,0,76
20260806_115336,9,bayesian,1,1,AI,8,11,2,0,1,,0,1.667,2,2,0,1,1,0,0,0,0,0,0,0,79.4
20260806_115336,10,bayesian,1,1,AI,12,14,1,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,86
20260806_115336,11,bayesian,1,1,Player,15,7,1,0,1,,0,2,0,0,0,0,0,0,1,1,0,1,0,0,59.5
