session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260806_124308,1,ICMCTS,0,1,AI,4,7,7,2,4,-5,1,1.556,1,1,0,1,0,0,3,2,0,0,1,1,84.647
20260806_124308,2,ICMCTS,0,1,AI,5,8,1,0,0,,0,1.5,1,1,0,1,0,0,0,0,0,0,0,0,84
20260806_124308,3,ICMCTS,0,1,AI,7,15,17,9,7,-0.667,2,1.915,4,3,1,3,0,1,8,5,1,1,2,1,88.024
20260806_124308,4,ICMCTS,0,1,Player,20,11,2,0,2,,0,2,0,0,0,0,0,0,2,2,1,1,0,0,74.833
20260806_124308,5,ICMCTS,0,1,AI,2,13,7,2,4,-3.5,1,2.292,3,2,1,1,1,1,3,3,1,1,0,1,84.895
20260806_124308,6,ICMCTS,0,1,AI,8,20,2,1,0,-6,1,1.667,1,1,0,1,0,0,0,0,0,0,0,0,86.333
20260806_124308,7,ICMCTS,0,1,AI,7,12,2,1,0,-4,1,1.75,1,1,0,1,0,0,0,0,0,0,0,0,79.333
20260806_124308,8,ICMCTS,0,1,AI,1,13,6,0,5,,0,2.348,4,3,1,2,1,1,5,4,2,0,2,0,85.333
20260806_124308,9,ICMCTS,0,1,AI,5,14,3,1,1,-5,1,1,2,2,0,1,1,0,1,1,0,0,1,0,83.5
20260806_124308,10,ICMCTS,0,1,AI,5,16,7,4,2,-3.5,1,1.3,2,2,0,2,0,0,2,2,1,0,1,0,81.056
20260806_124308,11,ICMCTS,0,1,AI,5,17,2,1,0,-5,1,1.857,2,2,0,0,2,0,0,0,0,0,0,0,79.333
