session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260811_001150,1,ICMCTS,0,1,AI,11,19,3,1,1,-5,1,1.857,2,2,0,2,0,0,1,1,1,0,0,0,86.167
20260811_001150,2,ICMCTS,0,1,AI,5,30,6,2,3,-4,1,2.158,1,1,0,0,1,0,4,3,1,0,2,0,90.778
20260811_001150,3,ICMCTS,0,1,Player,16,8,5,4,0,-6.5,2,1.111,0,0,0,0,0,0,0,0,0,0,0,0,88.667
20260811_001150,4,ICMCTS,0,1,Player,12,8,3,0,2,,0,1.091,2,2,0,2,0,0,2,2,0,2,0,0,92.75
20260811_001150,5,ICMCTS,0,1,AI,7,15,3,1,1,-2,1,2.6,1,1,0,0,1,0,1,1,0,0,0,1,89.375
20260811_001150,6,ICMCTS,0,1,AI,7,25,6,4,1,-2.25,2,0.769,1,1,0,1,0,0,1,1,0,0,1,0,91.231
20260811_001150,7,ICMCTS,0,1,Player,13,6,4,1,2,-11,0,1.75,1,1,0,1,0,0,2,2,1,0,1,0,90.273
20260811_001150,8,ICMCTS,0,1,AI,14,28,6,1,5,2,1,2.192,3,1,2,0,1,2,6,5,2,1,2,0,86.5
20260811_001150,9,ICMCTS,0,1,Player,10,7,5,2,2,-1.5,2,1.714,1,1,0,1,0,0,2,2,0,1,1,0,89.75
20260811_001150,10,ICMCTS,0,1,AI,6,25,8,3,4,-2.333,1,2.04,1,1,0,0,1,0,5,4,1,2,1,0,90.273
20260811_001150,11,ICMCTS,0,1,AI,14,16,4,1,2,-3,1,2,1,1,0,1,0,0,2,1,1,0,0,0,91.375
