session_id,match_index,agent_label,bayesian_on,cambio_caller,cambio_caller_turn,cambio_ai_score,cambio_player_score,cambio_caller_was_ahead,cambio_ai_believed_score,guard_believed_own_mean,guard_believed_opp_mean,guard_p_ahead
20260809_014139,1,ICMCTS,0,AI,7,2,44,1,2,,,
20260809_014139,2,ICMCTS,0,AI,3,7,16,1,6.889,,,
20260809_014139,3,ICMCTS,0,AI,3,11,12,1,9.889,,,
20260809_014139,4,ICMCTS,0,Player,4,12,18,0,,,,
20260809_014139,5,ICMCTS,0,AI,5,10,30,1,10,,,
20260809_014139,6,ICMCTS,0,Player,5,24,20,1,,,,
20260809_014139,7,ICMCTS,0,AI,3,8,23,1,8,,,
20260809_014139,8,ICMCTS,0,AI,6,13,20,1,8.889,,,
20260809_014139,9,ICMCTS,0,Player,4,15,8,1,,,,
20260809_014139,10,ICMCTS,0,AI,4,3,19,1,5.889,,,
20260809_014139,11,ICMCTS,0,Player,5,14,16,0,,,,
20260809_014139,12,ICMCTS,0,AI,7,10,10,0,7.889,,,
