session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260811_161411,1,ICMCTS,0,1,AI,9,31,5,3,1,-1.333,2,1.667,1,1,0,1,0,0,1,1,0,0,1,0,98.818
20260811_161411,2,ICMCTS,0,1,AI,14,38,5,2,2,-2.5,1,1.231,1,1,0,1,0,0,2,2,0,1,1,0,99.583
20260811_161411,3,ICMCTS,0,1,AI,11,25,3,2,1,1.5,2,1.8,2,2,0,2,0,0,2,1,0,1,0,0,91.143
20260811_161411,4,ICMCTS,0,1,AI,10,42,3,1,1,-2,1,1.111,1,1,0,1,0,0,1,1,0,0,0,1,98.857
20260811_161411,5,ICMCTS,0,1,Player,30,22,19,17,1,0.118,2,1.482,20,6,14,6,0,8,11,1,0,0,0,1,101.846
20260811_161411,6,ICMCTS,0,1,AI,9,20,6,3,2,-4.333,2,1.059,2,2,0,2,0,0,2,2,1,0,1,0,97.143
20260811_161411,7,ICMCTS,0,1,Player,20,0,10,8,2,-1.875,0,2.452,10,5,5,5,0,5,6,2,1,1,0,0,97.545
20260811_161411,8,ICMCTS,0,1,AI,8,11,19,16,3,-2.188,1,1.492,19,4,15,4,0,5,7,2,0,1,1,0,99.171
20260811_161411,9,ICMCTS,0,1,AI,8,12,4,3,0,-3,1,1.857,1,1,0,1,0,0,1,0,0,0,0,0,96.143
20260811_161411,10,ICMCTS,0,1,Player,19,9,4,3,1,-3,2,1.75,0,0,0,0,0,0,0,0,0,0,0,0,93.5
20260811_161411,11,ICMCTS,0,1,AI,9,11,3,1,1,-2,1,1.857,2,2,0,2,0,0,1,1,1,0,0,0,96.333
