session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260806_135405,1,bayesian,1,0,None,24,24,2,2,0,-1.5,1,1.667,2,2,0,1,1,0,2,0,0,0,0,0,78
20260806_135405,2,bayesian,1,1,AI,8,21,2,1,0,-9,1,1.4,1,1,0,0,1,0,0,0,0,0,0,0,85.8
20260806_135405,3,bayesian,1,1,AI,6,13,2,0,1,,0,2,1,1,0,1,0,0,1,1,0,1,0,0,89.25
20260806_135405,4,bayesian,1,1,AI,15,25,3,1,1,5,1,1.875,0,0,0,0,0,0,2,1,0,0,1,0,86.5
20260806_135405,5,bayesian,1,1,Player,33,20,1,0,1,,0,2,0,0,0,0,0,0,1,1,1,0,0,0,59.5
20260806_135405,6,bayesian,1,1,AI,21,23,4,3,1,0.667,1,2.75,4,2,2,2,0,2,3,1,0,0,1,0,82.2
20260806_135405,7,bayesian,1,1,AI,17,28,1,0,0,,0,1.5,1,1,0,1,0,0,0,0,0,0,0,0,80
20260806_135405,8,bayesian,1,1,Player,15,13,3,1,2,-3,0,1.636,2,2,0,2,0,0,3,2,0,2,0,0,76.625
20260806_135405,9,bayesian,1,1,AI,6,13,2,1,0,-9,1,0.8,2,2,0,2,0,0,0,0,0,0,0,0,83
20260806_135405,10,bayesian,1,1,AI,13,16,4,2,1,-0.5,1,1.5,1,1,0,1,0,0,1,1,0,1,0,0,85
20260806_135405,11,bayesian,1,1,AI,11,15,4,3,1,-6.333,2,1.231,3,1,2,1,0,2,1,1,1,0,0,0,84.1
20260806_135405,12,bayesian,1,1,Draw,3,3,5,3,2,-3.667,1,1.706,1,1,0,1,0,0,3,2,0,1,1,0,81.667
