session_id,match_index,agent_label,bayesian_on,cambio_caller,cambio_caller_turn,cambio_ai_score,cambio_player_score,cambio_caller_was_ahead,cambio_ai_believed_score,guard_believed_own_mean,guard_believed_opp_mean,guard_p_ahead
20260806_130454,1,bayesian,1,AI,2,4,30,1,12.778,12.708,24.662,0.907
20260806_130454,2,bayesian,1,Player,6,2,4,0,,,,
20260806_130454,3,bayesian,1,Player,4,13,5,1,,,,
20260806_130454,4,bayesian,1,AI,1,14,17,1,10.778,11.118,22.583,0.877
20260806_130454,5,bayesian,1,Player,6,17,8,1,,,,
20260806_130454,6,bayesian,1,AI,1,17,31,1,19.667,19.412,26.672,0.73
20260806_130454,7,bayesian,1,AI,1,14,27,1,14.778,14.961,22.171,0.731
20260806_130454,8,bayesian,1,AI,2,8,17,1,8.889,9,13.265,0.635
20260806_130454,9,bayesian,1,Player,1,11,24,0,,,,
20260806_130454,10,bayesian,1,AI,1,9,33,1,14.778,14.84,26.422,0.897
20260806_130454,11,bayesian,1,AI,3,1,21,1,11.778,10.696,14.577,0.6
