session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260805_074841,1,ICMCTS,0,1,AI,7,33,4,2,1,-6,2,0.769,2,2,0,0,2,0,1,1,0,0,1,0,115.917
20260805_074841,2,ICMCTS,0,1,AI,-1,31,3,1,1,6,1,1.364,2,2,0,0,2,0,2,1,0,1,0,0,118.222
20260805_074841,3,ICMCTS,0,1,AI,7,24,4,1,2,-2,1,2.125,2,2,0,2,0,0,0,0,0,0,0,0,113.875
20260805_074841,4,ICMCTS,0,1,AI,4,30,4,2,1,-3,0,1.077,3,3,0,3,0,0,2,1,0,0,0,1,116.1
20260805_074841,5,ICMCTS,0,1,AI,3,24,3,2,0,3,1,1.9,3,2,1,1,1,1,1,0,0,0,0,0,109.571
20260805_074841,6,ICMCTS,0,1,AI,6,8,10,5,5,-3,1,2.771,3,2,1,1,1,1,6,4,0,2,1,1,121.586
20260805_074841,7,ICMCTS,0,1,AI,6,11,6,0,5,,0,2.52,2,2,0,1,1,0,5,5,1,2,1,1,119.65
20260805_074841,8,ICMCTS,0,1,AI,7,8,6,2,3,-4,2,2.05,2,1,1,1,0,1,3,3,1,1,1,0,116.5
20260805_074841,9,ICMCTS,0,1,AI,2,3,8,5,2,-4.6,2,0.762,3,2,1,2,0,1,3,2,0,1,1,0,121.556
20260805_074841,10,ICMCTS,0,1,AI,10,15,3,1,2,2,1,1.545,1,0,1,0,0,1,3,2,1,0,1,0,104.889
20260805_074841,11,ICMCTS,0,1,AI,13,17,4,2,1,-4,1,0.636,2,2,0,2,0,0,2,1,0,0,1,0,114.667
