session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260811_125950,1,ICMCTS,0,1,AI,3,7,9,7,1,-1.571,2,2.667,11,4,7,4,0,5,4,1,0,1,0,0,69.333
20260811_125950,2,ICMCTS,0,1,AI,8,15,5,3,1,-5.333,1,1,0,0,0,0,0,0,1,1,1,0,0,0,68.1
20260811_125950,3,ICMCTS,0,1,AI,7,20,8,3,4,0.333,1,2.174,2,2,0,2,0,0,4,3,1,2,0,0,70.222
20260811_125950,4,ICMCTS,0,1,Player,20,15,6,5,1,-0.4,0,2,4,2,2,2,0,2,4,1,0,0,1,0,64.929
20260811_125950,5,ICMCTS,0,1,Player,11,4,5,4,1,-1.5,2,1.154,2,2,0,2,0,0,2,1,1,0,0,0,64.636
20260811_125950,6,ICMCTS,0,1,Player,8,1,5,2,2,-6,2,1.083,1,1,0,1,0,0,2,1,1,0,0,0,66.8
20260811_125950,7,ICMCTS,0,1,AI,4,8,9,3,5,-6.667,2,2.63,0,0,0,0,0,0,5,5,1,2,2,0,68.583
20260811_125950,8,ICMCTS,0,1,Player,29,13,6,5,1,-0.8,0,2.882,4,1,3,1,0,3,6,1,0,0,1,0,64.286
20260811_125950,9,ICMCTS,0,1,Player,14,4,4,1,2,2,1,1.923,2,2,0,2,0,0,2,2,0,1,1,0,66.7
20260811_125950,10,ICMCTS,0,1,Player,5,2,9,4,4,-3.5,2,2.258,5,3,2,2,1,2,5,4,0,3,1,0,70
