session_id,match_index,agent_label,bayesian_on,cambio_caller,cambio_caller_turn,cambio_ai_score,cambio_player_score,cambio_caller_was_ahead,cambio_ai_believed_score,guard_believed_own_mean,guard_believed_opp_mean,guard_p_ahead
20260810_163307,1,ICMCTS,0,Player,8,21,12,1,,,,
20260810_163307,2,ICMCTS,0,Player,3,18,10,1,,,,
20260810_163307,3,ICMCTS,0,AI,7,5,21,1,5,,,
20260810_163307,4,ICMCTS,0,AI,6,9,19,1,9,,,
20260810_163307,5,ICMCTS,0,AI,6,12,9,0,7.889,,,
20260810_163307,6,ICMCTS,0,AI,5,13,25,1,8.889,,,
20260810_163307,7,ICMCTS,0,AI,5,8,13,1,7.889,,,
20260810_163307,8,ICMCTS,0,AI,7,9,27,1,9,,,
20260810_163307,9,ICMCTS,0,AI,4,4,12,1,8.889,,,
20260810_163307,10,ICMCTS,0,AI,2,12,18,1,8.889,,,
20260810_163307,11,ICMCTS,0,Player,4,36,16,1,,,,
