session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260810_163307,1,ICMCTS,0,1,Player,21,12,8,3,5,-0.333,2,1.68,2,1,1,1,0,1,6,4,2,1,1,0,91
20260810_163307,2,ICMCTS,0,1,Player,15,13,3,2,1,-4,0,2,0,0,0,0,0,0,2,1,0,0,1,0,86.5
20260810_163307,3,ICMCTS,0,1,AI,9,17,7,2,4,-5.5,2,2.435,1,1,0,1,0,0,4,4,1,0,2,1,93.95
20260810_163307,4,ICMCTS,0,1,AI,9,12,6,2,3,-1.5,1,1.353,2,2,0,1,1,0,2,2,0,1,1,0,86.438
20260810_163307,5,ICMCTS,0,1,Player,12,9,6,2,3,-3,1,2,2,2,0,2,0,0,4,2,2,0,0,0,93.615
20260810_163307,6,ICMCTS,0,1,AI,13,25,5,3,1,-2,1,2.118,5,3,2,2,1,2,1,1,0,0,1,0,91.077
20260810_163307,7,ICMCTS,0,1,AI,8,11,5,1,3,-3,1,1.929,1,1,0,1,0,0,3,2,1,0,0,1,95.167
20260810_163307,8,ICMCTS,0,1,AI,9,27,7,2,4,-2.5,2,1.917,3,2,1,2,0,1,4,4,0,3,0,1,91.778
20260810_163307,9,ICMCTS,0,1,Player,13,3,4,1,2,-7,0,1.833,0,0,0,0,0,0,2,2,1,0,0,1,95.7
20260810_163307,10,ICMCTS,0,1,AI,12,18,2,1,0,-8,1,1.667,0,0,0,0,0,0,0,0,0,0,0,0,86.667
20260810_163307,11,ICMCTS,0,1,Player,20,16,4,4,0,-1.75,0,2.7,3,1,2,1,0,2,3,0,0,0,0,0,91.375
