session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260806_120300,1,ICMCTS,0,1,AI,16,21,5,4,1,3.75,1,1.867,1,1,0,0,1,0,4,1,0,0,0,1,81.846
20260806_120300,2,ICMCTS,0,1,Player,25,19,1,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,65
20260806_120300,3,ICMCTS,0,1,AI,7,14,4,2,2,-3.5,1,3.071,2,0,2,0,0,2,2,2,0,1,1,0,83.364
20260806_120300,4,ICMCTS,0,1,Player,27,25,4,2,2,1,1,3.154,1,0,1,0,0,1,4,2,0,1,1,0,81.182
20260806_120300,5,ICMCTS,0,1,AI,16,19,2,0,1,,0,2,0,0,0,0,0,0,1,1,0,1,0,0,78.4
20260806_120300,6,ICMCTS,0,1,Player,37,12,1,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67
20260806_120300,7,ICMCTS,0,1,AI,10,18,5,3,2,-0.667,1,1.313,3,2,1,1,1,1,2,1,1,0,0,0,83.917
20260806_120300,8,ICMCTS,0,1,AI,4,23,9,3,5,-2.667,0,2.483,3,1,2,0,1,2,4,3,0,0,2,1,85.2
20260806_120300,9,ICMCTS,0,1,AI,2,9,4,3,0,-5,2,1.909,3,3,0,1,2,0,0,0,0,0,0,0,86.2
20260806_120300,10,ICMCTS,0,1,AI,22,24,3,1,2,-2,1,1.636,0,0,0,0,0,0,2,2,1,1,0,0,82.333
20260806_120300,11,ICMCTS,0,1,AI,7,20,3,0,2,,0,2,1,1,0,0,1,0,1,1,0,0,1,0,81
