session_id,match_index,agent_label,bayesian_on,cambio_caller,cambio_caller_turn,cambio_ai_score,cambio_player_score,cambio_caller_was_ahead,cambio_ai_believed_score,guard_believed_own_mean,guard_believed_opp_mean,guard_p_ahead
20260810_192314,1,bayesian,1,AI,7,3,7,1,3,3,8.081,0.746
20260810_192314,2,bayesian,1,Player,10,25,11,1,,,,
20260810_192314,3,bayesian,1,AI,1,23,14,0,14.778,15.118,23.481,0.769
20260810_192314,4,bayesian,1,AI,2,17,11,0,17.667,16.177,25.177,0.786
20260810_192314,5,bayesian,1,AI,1,20,13,0,14.778,15.039,23.33,0.767
20260810_192314,6,bayesian,1,AI,4,13,18,1,13.778,8.731,14.367,0.734
20260810_192314,7,bayesian,1,Player,11,32,4,1,,,,
20260810_192314,8,bayesian,1,AI,1,18,17,0,17.778,17.961,23.145,0.641
20260810_192314,9,bayesian,1,Player,4,4,15,0,,,,
20260810_192314,10,bayesian,1,AI,2,7,24,1,17.778,17.837,22.107,0.602
20260810_192314,11,bayesian,1,AI,3,0,16,1,6.889,6.87,17.464,0.878
