session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260806_133250,1,ICMCTS,0,1,AI,17,21,4,1,3,5,0,2.133,0,0,0,0,0,0,4,3,0,1,2,0,81.429
20260806_133250,2,ICMCTS,0,1,AI,9,20,8,5,2,-0.6,3,1.909,3,2,1,1,1,1,4,1,1,0,0,0,84.056
20260806_133250,3,ICMCTS,0,1,AI,2,28,2,0,1,,0,1.714,1,1,0,0,1,0,1,1,0,0,1,0,83.714
20260806_133250,4,ICMCTS,0,1,AI,0,29,2,1,0,-9,1,1.4,2,2,0,1,1,0,0,0,0,0,0,0,83.8
20260806_133250,5,ICMCTS,0,1,AI,6,8,7,2,5,4,0,1.818,1,1,0,1,0,0,4,3,0,1,2,0,81.65
20260806_133250,6,ICMCTS,0,1,AI,1,16,7,3,3,-3.333,2,2.52,4,3,1,1,2,1,3,3,1,1,1,0,85.474
20260806_133250,7,ICMCTS,0,1,AI,-1,10,4,1,2,-4,1,1.6,3,3,0,2,1,0,2,2,0,0,2,0,83.769
20260806_133250,8,ICMCTS,0,1,AI,8,22,5,1,3,-1,0,1.778,2,2,0,1,1,0,3,3,1,1,1,0,85.786
20260806_133250,9,ICMCTS,0,1,AI,5,16,5,1,3,-8,1,1.588,2,2,0,1,1,0,2,2,1,0,1,0,83.929
20260806_133250,10,ICMCTS,0,1,AI,8,16,3,2,0,-0.5,1,0.875,3,3,0,3,0,0,2,0,0,0,0,0,84.167
20260806_133250,11,ICMCTS,0,1,AI,2,29,4,2,1,-7,1,2.5,3,2,1,0,2,1,1,1,1,0,0,0,85.364
