session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260815_082524,1,ICMCTS,0,1,AI,9,23,5,2,2,-6.5,2,2.077,0,0,0,0,0,0,2,2,1,0,1,0,62.083
20260815_082524,2,ICMCTS,0,1,AI,7,17,6,3,2,-4.667,0,1.353,1,1,0,0,1,0,3,2,1,1,0,0,63.714
20260815_082524,3,ICMCTS,0,1,Player,17,12,3,0,3,,0,2.143,1,1,0,0,1,0,3,3,1,0,2,0,55.333
20260815_082524,4,ICMCTS,0,1,Player,35,17,5,1,3,-2,0,1.85,3,0,3,0,0,3,5,3,0,1,1,1,58.733
20260815_082524,5,ICMCTS,0,1,Player,8,6,6,1,5,-8,0,1.692,1,1,0,1,0,0,5,5,1,1,2,1,57.818
20260815_082524,6,ICMCTS,0,1,AI,5,12,6,3,2,-3,2,1.2,2,2,0,2,0,0,2,2,1,0,1,0,59.429
20260815_082524,7,ICMCTS,0,1,Player,10,7,5,0,4,,0,1.667,3,2,1,1,1,1,4,4,0,2,2,0,60.353
20260815_082524,8,ICMCTS,0,1,AI,15,23,2,1,1,-8,0,2,0,0,0,0,0,0,1,1,0,0,1,0,50.667
20260815_082524,9,ICMCTS,0,1,Player,16,9,7,2,5,-5,1,1.545,0,0,0,0,0,0,5,3,1,0,1,1,57.9
20260815_082524,10,ICMCTS,0,1,AI,7,18,4,1,2,2,1,2.167,2,2,0,2,0,0,2,2,1,0,1,0,60.4
20260815_082524,11,ICMCTS,0,1,AI,11,13,4,2,1,-6.5,1,1.889,1,1,0,1,0,0,1,1,0,0,1,0,60.556
