session_id,match_index,agent_label,bayesian_on,cambio_caller,cambio_caller_turn,cambio_ai_score,cambio_player_score,cambio_caller_was_ahead,cambio_ai_believed_score,guard_believed_own_mean,guard_believed_opp_mean,guard_p_ahead
20260812_234249,1,bayesian,1,AI,4,17,34,1,22.667,23,31.787,0.748
20260812_234249,2,bayesian,1,AI,2,8,32,1,10.889,10.83,31.728,0.99
20260812_234249,3,bayesian,1,AI,2,5,32,1,13.778,12.989,27.212,0.91
20260812_234249,4,bayesian,1,AI,2,7,26,1,8.889,8.638,31.153,0.996
20260812_234249,5,bayesian,1,AI,5,5,23,1,17.667,13.33,23.884,0.855
20260812_234249,6,bayesian,1,AI,3,13,24,1,17.667,17.4,24.876,0.748
20260812_234249,7,bayesian,1,Player,5,27,7,1,,,,
20260812_234249,8,bayesian,1,AI,9,9,22,1,14.889,15,19.335,0.654
20260813_002547,1,bayesian,1,AI,3,11,25,1,9.889,9.565,19.642,0.856
20260813_002547,2,bayesian,1,AI,4,1,15,1,7.889,8.214,12.851,0.663
20260813_002547,3,bayesian,1,AI,1,17,30,1,14.889,14.94,23.025,0.782
20260813_002547,4,bayesian,1,AI,2,0,22,1,12.778,12.551,20.299,0.75
20260813_002547,5,bayesian,1,AI,2,10,17,1,10.889,10.447,21.274,0.899
20260813_002547,6,bayesian,1,AI,1,13,20,1,13.778,14,22.26,0.771
20260813_002547,7,bayesian,1,AI,2,4,29,1,10.778,9.093,22.42,0.935
20260813_002547,9,bayesian,1,AI,4,7,23,1,15.778,13.253,25.223,0.931
20260813_002547,10,bayesian,1,Player,4,14,9,1,,,,
20260813_002547,11,bayesian,1,AI,3,11,23,1,6.889,6.756,23.362,0.986
